drug_a_name,drug_b_name,cell,drug1_db,drug2_db,synergy
PAZOPANIB,DEXRAZOXANE,DU145,DB06589,DB00380,2.29
PAZOPANIB,DEXRAZOXANE,COLO205,DB06589,DB00380,4.12
PAZOPANIB,DEXRAZOXANE,HCT116,DB06589,DB00380,2.88
PAZOPANIB,DEXRAZOXANE,HCT15,DB06589,DB00380,4.38
PAZOPANIB,DEXRAZOXANE,HT29,DB06589,DB00380,4.73
PAZOPANIB,DEXRAZOXANE,IGROV1,DB06589,DB00380,-4.92
PAZOPANIB,DEXRAZOXANE,LOXIMVI,DB06589,DB00380,-4.49
PAZOPANIB,DEXRAZOXANE,MALME3M,DB06589,DB00380,-3.2
PAZOPANIB,DEXRAZOXANE,K562,DB06589,DB00380,-3.94
PAZOPANIB,DEXRAZOXANE,KM12,DB06589,DB00380,-7.74
PAZOPANIB,DEXRAZOXANE,NCIH23,DB06589,DB00380,-6.23
PAZOPANIB,DEXRAZOXANE,MCF7,DB06589,DB00380,-5.25
PAZOPANIB,DEXRAZOXANE,MOLT4,DB06589,DB00380,2.32
PAZOPANIB,DEXRAZOXANE,NCIH460,DB06589,DB00380,1.37
PAZOPANIB,DEXRAZOXANE,OVCAR4,DB06589,DB00380,-2.22
PAZOPANIB,DEXRAZOXANE,NCIH226,DB06589,DB00380,-1.22
PAZOPANIB,DEXRAZOXANE,SF295,DB06589,DB00380,-7.63
PAZOPANIB,DEXRAZOXANE,OVCAR8,DB06589,DB00380,-0.38
PAZOPANIB,DEXRAZOXANE,RPMI8226,DB06589,DB00380,15.16
PAZOPANIB,DEXRAZOXANE,SNB19,DB06589,DB00380,-2.38
PAZOPANIB,DEXRAZOXANE,SKOV3,DB06589,DB00380,-1.82
PAZOPANIB,DEXRAZOXANE,U251MG,DB06589,DB00380,-7.26
PAZOPANIB,DEXRAZOXANE,UACC257,DB06589,DB00380,0.15
PAZOPANIB,DEXRAZOXANE,SW620,DB06589,DB00380,1.49
PAZOPANIB,DEXRAZOXANE,BT549,DB06589,DB00380,-2.22
PAZOPANIB,DEXRAZOXANE,T47D,DB06589,DB00380,-2.75
PAZOPANIB,DEXRAZOXANE,NCIH522,DB06589,DB00380,-3.8
PAZOPANIB,DEXRAZOXANE,UACC62,DB06589,DB00380,-4.89
PAZOPANIB,DEXRAZOXANE,PC3,DB06589,DB00380,-0.82
PAZOPANIB,DEXRAZOXANE,SKMEL5,DB06589,DB00380,-3.6
PAZOPANIB,DEXRAZOXANE,SKMEL2,DB06589,DB00380,-5.33
PAZOPANIB,DEXRAZOXANE,SKMEL28,DB06589,DB00380,-2.46
PAZOPANIB,DEXRAZOXANE,HS578T,DB06589,DB00380,2.24
RUXOLITINIB,DEXRAZOXANE,KM12,DB08877,DB00380,-4.66
RUXOLITINIB,DEXRAZOXANE,K562,DB08877,DB00380,-10.27
RUXOLITINIB,DEXRAZOXANE,MALME3M,DB08877,DB00380,-2.82
RUXOLITINIB,DEXRAZOXANE,LOXIMVI,DB08877,DB00380,-7.48
RUXOLITINIB,DEXRAZOXANE,MOLT4,DB08877,DB00380,2.13
RUXOLITINIB,DEXRAZOXANE,MCF7,DB08877,DB00380,-6.23
RUXOLITINIB,DEXRAZOXANE,NCIH23,DB08877,DB00380,-5.99
RUXOLITINIB,DEXRAZOXANE,NCIH226,DB08877,DB00380,-4.32
RUXOLITINIB,DEXRAZOXANE,OVCAR4,DB08877,DB00380,-3.21
RUXOLITINIB,DEXRAZOXANE,NCIH460,DB08877,DB00380,-0.02
RUXOLITINIB,DEXRAZOXANE,RPMI8226,DB08877,DB00380,1.94
RUXOLITINIB,DEXRAZOXANE,OVCAR8,DB08877,DB00380,-2.44
RUXOLITINIB,DEXRAZOXANE,SF295,DB08877,DB00380,-8.98
RUXOLITINIB,DEXRAZOXANE,A498,DB08877,DB00380,2.43
RUXOLITINIB,DEXRAZOXANE,786O,DB08877,DB00380,-3.58
RUXOLITINIB,DEXRAZOXANE,ACHN,DB08877,DB00380,0.9
RUXOLITINIB,DEXRAZOXANE,A549,DB08877,DB00380,0.23
RUXOLITINIB,DEXRAZOXANE,COLO205,DB08877,DB00380,4.73
RUXOLITINIB,DEXRAZOXANE,DU145,DB08877,DB00380,-8.48
RUXOLITINIB,DEXRAZOXANE,HCT15,DB08877,DB00380,5.99
RUXOLITINIB,DEXRAZOXANE,HCT116,DB08877,DB00380,3.85
RUXOLITINIB,DEXRAZOXANE,IGROV1,DB08877,DB00380,-8.05
RUXOLITINIB,DEXRAZOXANE,HT29,DB08877,DB00380,5.82
RUXOLITINIB,DEXRAZOXANE,SKMEL5,DB08877,DB00380,2.07
RUXOLITINIB,DEXRAZOXANE,PC3,DB08877,DB00380,-4.37
RUXOLITINIB,DEXRAZOXANE,SKMEL2,DB08877,DB00380,-4.43
RUXOLITINIB,DEXRAZOXANE,HS578T,DB08877,DB00380,-2.09
RUXOLITINIB,DEXRAZOXANE,SKMEL28,DB08877,DB00380,-1.79
RUXOLITINIB,DEXRAZOXANE,SKOV3,DB08877,DB00380,-3.41
RUXOLITINIB,DEXRAZOXANE,SNB19,DB08877,DB00380,-1.68
RUXOLITINIB,DEXRAZOXANE,SW620,DB08877,DB00380,-2.68
RUXOLITINIB,DEXRAZOXANE,UACC257,DB08877,DB00380,-0.16
RUXOLITINIB,DEXRAZOXANE,U251MG,DB08877,DB00380,-8.17
RUXOLITINIB,DEXRAZOXANE,T47D,DB08877,DB00380,2.64
RUXOLITINIB,DEXRAZOXANE,BT549,DB08877,DB00380,0.41
RUXOLITINIB,DEXRAZOXANE,UACC62,DB08877,DB00380,-0.83
RUXOLITINIB,DEXRAZOXANE,NCIH522,DB08877,DB00380,-6.71
5-FU,LETROZOLE,UACC62,DB00544,DB01006,-2.86
5-FU,LETROZOLE,NCIH522,DB00544,DB01006,-10.61
5-FU,LETROZOLE,T47D,DB00544,DB01006,-3.01
5-FU,LETROZOLE,BT549,DB00544,DB01006,-4.82
5-FU,LETROZOLE,SW620,DB00544,DB01006,-1.35
5-FU,LETROZOLE,UACC257,DB00544,DB01006,0.73
5-FU,LETROZOLE,U251MG,DB00544,DB01006,-7.52
5-FU,LETROZOLE,SKOV3,DB00544,DB01006,5.3
5-FU,LETROZOLE,SNB19,DB00544,DB01006,2.5
5-FU,LETROZOLE,HS578T,DB00544,DB01006,-3.3
5-FU,LETROZOLE,SKMEL28,DB00544,DB01006,10.67
5-FU,LETROZOLE,SKMEL2,DB00544,DB01006,-2.83
5-FU,LETROZOLE,SKMEL5,DB00544,DB01006,-11.54
5-FU,LETROZOLE,PC3,DB00544,DB01006,5.48
5-FU,LETROZOLE,IGROV1,DB00544,DB01006,9.42
5-FU,LETROZOLE,HT29,DB00544,DB01006,1.41
5-FU,LETROZOLE,HCT15,DB00544,DB01006,-2.08
5-FU,LETROZOLE,HCT116,DB00544,DB01006,-0.93
5-FU,LETROZOLE,COLO205,DB00544,DB01006,-3.13
5-FU,LETROZOLE,DU145,DB00544,DB01006,-0.32
5-FU,LETROZOLE,A498,DB00544,DB01006,-3.38
5-FU,LETROZOLE,786O,DB00544,DB01006,-0.48
5-FU,LETROZOLE,ACHN,DB00544,DB01006,2.09
5-FU,LETROZOLE,A549,DB00544,DB01006,1.12
5-FU,LETROZOLE,RPMI8226,DB00544,DB01006,-10.05
5-FU,LETROZOLE,OVCAR8,DB00544,DB01006,4.19
5-FU,LETROZOLE,SF295,DB00544,DB01006,-6.72
5-FU,LETROZOLE,NCIH226,DB00544,DB01006,5.1
5-FU,LETROZOLE,OVCAR4,DB00544,DB01006,-1.89
5-FU,LETROZOLE,NCIH460,DB00544,DB01006,-1.92
5-FU,LETROZOLE,MOLT4,DB00544,DB01006,9.64
5-FU,LETROZOLE,MCF7,DB00544,DB01006,8.14
5-FU,LETROZOLE,NCIH23,DB00544,DB01006,-14.13
5-FU,LETROZOLE,KM12,DB00544,DB01006,-22.3
5-FU,LETROZOLE,K562,DB00544,DB01006,-8.57
5-FU,LETROZOLE,MALME3M,DB00544,DB01006,2.77
5-FU,LETROZOLE,LOXIMVI,DB00544,DB01006,-4.86
CRIZOTINIB,DEXRAZOXANE,SF295,DB08865,DB00380,-9.37
CRIZOTINIB,DEXRAZOXANE,RPMI8226,DB08865,DB00380,1.86
CRIZOTINIB,DEXRAZOXANE,OVCAR8,DB08865,DB00380,-1.25
CRIZOTINIB,DEXRAZOXANE,OVCAR4,DB08865,DB00380,-2.77
CRIZOTINIB,DEXRAZOXANE,NCIH460,DB08865,DB00380,0.67
CRIZOTINIB,DEXRAZOXANE,NCIH226,DB08865,DB00380,-3.52
CRIZOTINIB,DEXRAZOXANE,NCIH23,DB08865,DB00380,-7.45
CRIZOTINIB,DEXRAZOXANE,MOLT4,DB08865,DB00380,0.95
CRIZOTINIB,DEXRAZOXANE,MCF7,DB08865,DB00380,-8.22
CRIZOTINIB,DEXRAZOXANE,MALME3M,DB08865,DB00380,-2.92
CRIZOTINIB,DEXRAZOXANE,LOXIMVI,DB08865,DB00380,-6.57
CRIZOTINIB,DEXRAZOXANE,KM12,DB08865,DB00380,-7.77
CRIZOTINIB,DEXRAZOXANE,K562,DB08865,DB00380,-6.96
CRIZOTINIB,DEXRAZOXANE,IGROV1,DB08865,DB00380,-6.49
CRIZOTINIB,DEXRAZOXANE,HT29,DB08865,DB00380,-3.24
CRIZOTINIB,DEXRAZOXANE,HCT116,DB08865,DB00380,-5.9
CRIZOTINIB,DEXRAZOXANE,HCT15,DB08865,DB00380,1.91
CRIZOTINIB,DEXRAZOXANE,DU145,DB08865,DB00380,-6.6
CRIZOTINIB,DEXRAZOXANE,COLO205,DB08865,DB00380,-0.7
CRIZOTINIB,DEXRAZOXANE,ACHN,DB08865,DB00380,-6.98
CRIZOTINIB,DEXRAZOXANE,A549,DB08865,DB00380,-2.06
CRIZOTINIB,DEXRAZOXANE,A498,DB08865,DB00380,-5.19
CRIZOTINIB,DEXRAZOXANE,786O,DB08865,DB00380,-5.25
CRIZOTINIB,DEXRAZOXANE,SKMEL28,DB08865,DB00380,1.04
CRIZOTINIB,DEXRAZOXANE,HS578T,DB08865,DB00380,-1.84
CRIZOTINIB,DEXRAZOXANE,SKMEL2,DB08865,DB00380,-2.99
CRIZOTINIB,DEXRAZOXANE,PC3,DB08865,DB00380,-6.03
CRIZOTINIB,DEXRAZOXANE,SKMEL5,DB08865,DB00380,-2.66
CRIZOTINIB,DEXRAZOXANE,UACC62,DB08865,DB00380,-5.75
CRIZOTINIB,DEXRAZOXANE,NCIH522,DB08865,DB00380,-1.9
CRIZOTINIB,DEXRAZOXANE,BT549,DB08865,DB00380,-1.61
CRIZOTINIB,DEXRAZOXANE,T47D,DB08865,DB00380,0.78
CRIZOTINIB,DEXRAZOXANE,UACC257,DB08865,DB00380,-1.4
CRIZOTINIB,DEXRAZOXANE,U251MG,DB08865,DB00380,-5.77
CRIZOTINIB,DEXRAZOXANE,SW620,DB08865,DB00380,-2.83
CRIZOTINIB,DEXRAZOXANE,SNB19,DB08865,DB00380,-4.27
CRIZOTINIB,DEXRAZOXANE,SKOV3,DB08865,DB00380,-3.4
VISMODEGIB,DEXRAZOXANE,HCT116,DB08828,DB00380,2.06
VISMODEGIB,DEXRAZOXANE,HCT15,DB08828,DB00380,-0.37
VISMODEGIB,DEXRAZOXANE,HT29,DB08828,DB00380,2.78
VISMODEGIB,DEXRAZOXANE,IGROV1,DB08828,DB00380,-4.03
VISMODEGIB,DEXRAZOXANE,A549,DB08828,DB00380,-1.33
VISMODEGIB,DEXRAZOXANE,ACHN,DB08828,DB00380,-6.27
VISMODEGIB,DEXRAZOXANE,786O,DB08828,DB00380,-6.76
VISMODEGIB,DEXRAZOXANE,A498,DB08828,DB00380,-4.92
VISMODEGIB,DEXRAZOXANE,DU145,DB08828,DB00380,-6.31
VISMODEGIB,DEXRAZOXANE,COLO205,DB08828,DB00380,-0.49
VISMODEGIB,DEXRAZOXANE,NCIH460,DB08828,DB00380,-1.44
VISMODEGIB,DEXRAZOXANE,OVCAR4,DB08828,DB00380,-4.07
VISMODEGIB,DEXRAZOXANE,NCIH226,DB08828,DB00380,-5.58
VISMODEGIB,DEXRAZOXANE,SF295,DB08828,DB00380,-8.75
VISMODEGIB,DEXRAZOXANE,OVCAR8,DB08828,DB00380,-3.58
VISMODEGIB,DEXRAZOXANE,RPMI8226,DB08828,DB00380,1.81
VISMODEGIB,DEXRAZOXANE,LOXIMVI,DB08828,DB00380,-9.78
VISMODEGIB,DEXRAZOXANE,MALME3M,DB08828,DB00380,-2.7
VISMODEGIB,DEXRAZOXANE,K562,DB08828,DB00380,-10.74
VISMODEGIB,DEXRAZOXANE,KM12,DB08828,DB00380,-14.58
VISMODEGIB,DEXRAZOXANE,NCIH23,DB08828,DB00380,-5.46
VISMODEGIB,DEXRAZOXANE,MCF7,DB08828,DB00380,-6.06
VISMODEGIB,DEXRAZOXANE,MOLT4,DB08828,DB00380,-1.6
VISMODEGIB,DEXRAZOXANE,BT549,DB08828,DB00380,-2.61
VISMODEGIB,DEXRAZOXANE,T47D,DB08828,DB00380,-2.95
VISMODEGIB,DEXRAZOXANE,NCIH522,DB08828,DB00380,-4.82
VISMODEGIB,DEXRAZOXANE,UACC62,DB08828,DB00380,-4.91
VISMODEGIB,DEXRAZOXANE,SNB19,DB08828,DB00380,-0.19
VISMODEGIB,DEXRAZOXANE,SKOV3,DB08828,DB00380,-3.11
VISMODEGIB,DEXRAZOXANE,U251MG,DB08828,DB00380,-9.37
VISMODEGIB,DEXRAZOXANE,UACC257,DB08828,DB00380,-0.11
VISMODEGIB,DEXRAZOXANE,SW620,DB08828,DB00380,-1.03
VISMODEGIB,DEXRAZOXANE,SKMEL28,DB08828,DB00380,0.03
VISMODEGIB,DEXRAZOXANE,HS578T,DB08828,DB00380,-1.78
VISMODEGIB,DEXRAZOXANE,PC3,DB08828,DB00380,-5.06
VISMODEGIB,DEXRAZOXANE,SKMEL5,DB08828,DB00380,-3.07
VISMODEGIB,DEXRAZOXANE,SKMEL2,DB08828,DB00380,-1.36
CABAZITAXEL,DEXRAZOXANE,COLO205,DB06772,DB00380,-4.46
CABAZITAXEL,DEXRAZOXANE,DU145,DB06772,DB00380,-5.71
CABAZITAXEL,DEXRAZOXANE,786O,DB06772,DB00380,-2.75
CABAZITAXEL,DEXRAZOXANE,A498,DB06772,DB00380,-4.21
CABAZITAXEL,DEXRAZOXANE,A549,DB06772,DB00380,-3.48
CABAZITAXEL,DEXRAZOXANE,ACHN,DB06772,DB00380,-11.47
CABAZITAXEL,DEXRAZOXANE,HT29,DB06772,DB00380,14.49
CABAZITAXEL,DEXRAZOXANE,IGROV1,DB06772,DB00380,-5.2
CABAZITAXEL,DEXRAZOXANE,HCT15,DB06772,DB00380,15.8
CABAZITAXEL,DEXRAZOXANE,HCT116,DB06772,DB00380,3.22
CABAZITAXEL,DEXRAZOXANE,MCF7,DB06772,DB00380,-0.08
CABAZITAXEL,DEXRAZOXANE,MOLT4,DB06772,DB00380,16.76
CABAZITAXEL,DEXRAZOXANE,NCIH23,DB06772,DB00380,-7.52
CABAZITAXEL,DEXRAZOXANE,K562,DB06772,DB00380,-8.94
CABAZITAXEL,DEXRAZOXANE,KM12,DB06772,DB00380,-1.84
CABAZITAXEL,DEXRAZOXANE,LOXIMVI,DB06772,DB00380,-8.54
CABAZITAXEL,DEXRAZOXANE,MALME3M,DB06772,DB00380,-5.59
CABAZITAXEL,DEXRAZOXANE,OVCAR8,DB06772,DB00380,4.63
CABAZITAXEL,DEXRAZOXANE,RPMI8226,DB06772,DB00380,-0.27
CABAZITAXEL,DEXRAZOXANE,SF295,DB06772,DB00380,-9.42
CABAZITAXEL,DEXRAZOXANE,NCIH226,DB06772,DB00380,-5.76
CABAZITAXEL,DEXRAZOXANE,NCIH460,DB06772,DB00380,10.61
CABAZITAXEL,DEXRAZOXANE,OVCAR4,DB06772,DB00380,-13.5
CABAZITAXEL,DEXRAZOXANE,SW620,DB06772,DB00380,-13.62
CABAZITAXEL,DEXRAZOXANE,U251MG,DB06772,DB00380,-17.23
CABAZITAXEL,DEXRAZOXANE,UACC257,DB06772,DB00380,-5.49
CABAZITAXEL,DEXRAZOXANE,SKOV3,DB06772,DB00380,-0.99
CABAZITAXEL,DEXRAZOXANE,SNB19,DB06772,DB00380,3.6
CABAZITAXEL,DEXRAZOXANE,NCIH522,DB06772,DB00380,14.74
CABAZITAXEL,DEXRAZOXANE,UACC62,DB06772,DB00380,-1.44
CABAZITAXEL,DEXRAZOXANE,T47D,DB06772,DB00380,0.26
CABAZITAXEL,DEXRAZOXANE,BT549,DB06772,DB00380,2.94
CABAZITAXEL,DEXRAZOXANE,SKMEL2,DB06772,DB00380,1.01
CABAZITAXEL,DEXRAZOXANE,SKMEL5,DB06772,DB00380,-8.34
CABAZITAXEL,DEXRAZOXANE,PC3,DB06772,DB00380,10.7
CABAZITAXEL,DEXRAZOXANE,HS578T,DB06772,DB00380,8.29
CABAZITAXEL,DEXRAZOXANE,SKMEL28,DB06772,DB00380,-2.22
VANDETANIB,DEXRAZOXANE,U251MG,DB05294,DB00380,-8.63
VANDETANIB,DEXRAZOXANE,UACC257,DB05294,DB00380,-0.74
VANDETANIB,DEXRAZOXANE,SW620,DB05294,DB00380,4.34
VANDETANIB,DEXRAZOXANE,SNB19,DB05294,DB00380,-2.01
VANDETANIB,DEXRAZOXANE,SKOV3,DB05294,DB00380,-8.09
VANDETANIB,DEXRAZOXANE,NCIH522,DB05294,DB00380,-6.23
VANDETANIB,DEXRAZOXANE,UACC62,DB05294,DB00380,-5.76
VANDETANIB,DEXRAZOXANE,BT549,DB05294,DB00380,-2.44
VANDETANIB,DEXRAZOXANE,T47D,DB05294,DB00380,-1.83
VANDETANIB,DEXRAZOXANE,SKMEL2,DB05294,DB00380,-5.94
VANDETANIB,DEXRAZOXANE,PC3,DB05294,DB00380,-3.51
VANDETANIB,DEXRAZOXANE,SKMEL5,DB05294,DB00380,-3.14
VANDETANIB,DEXRAZOXANE,SKMEL28,DB05294,DB00380,-0.26
VANDETANIB,DEXRAZOXANE,HS578T,DB05294,DB00380,2.95
VANDETANIB,DEXRAZOXANE,DU145,DB05294,DB00380,-9.14
VANDETANIB,DEXRAZOXANE,COLO205,DB05294,DB00380,3.74
VANDETANIB,DEXRAZOXANE,A549,DB05294,DB00380,2.35
VANDETANIB,DEXRAZOXANE,ACHN,DB05294,DB00380,-13
VANDETANIB,DEXRAZOXANE,786O,DB05294,DB00380,-3.91
VANDETANIB,DEXRAZOXANE,A498,DB05294,DB00380,-3.86
VANDETANIB,DEXRAZOXANE,HT29,DB05294,DB00380,7.37
VANDETANIB,DEXRAZOXANE,IGROV1,DB05294,DB00380,-1
VANDETANIB,DEXRAZOXANE,HCT116,DB05294,DB00380,4.28
VANDETANIB,DEXRAZOXANE,HCT15,DB05294,DB00380,4.97
VANDETANIB,DEXRAZOXANE,NCIH23,DB05294,DB00380,-7.34
VANDETANIB,DEXRAZOXANE,MCF7,DB05294,DB00380,-7
VANDETANIB,DEXRAZOXANE,MOLT4,DB05294,DB00380,-0.66
VANDETANIB,DEXRAZOXANE,LOXIMVI,DB05294,DB00380,-8.29
VANDETANIB,DEXRAZOXANE,MALME3M,DB05294,DB00380,0.64
VANDETANIB,DEXRAZOXANE,K562,DB05294,DB00380,-1.98
VANDETANIB,DEXRAZOXANE,KM12,DB05294,DB00380,-5.84
VANDETANIB,DEXRAZOXANE,SF295,DB05294,DB00380,-8.23
VANDETANIB,DEXRAZOXANE,OVCAR8,DB05294,DB00380,-7.18
VANDETANIB,DEXRAZOXANE,RPMI8226,DB05294,DB00380,0.93
VANDETANIB,DEXRAZOXANE,NCIH460,DB05294,DB00380,0.5
VANDETANIB,DEXRAZOXANE,OVCAR4,DB05294,DB00380,-5.64
VANDETANIB,DEXRAZOXANE,NCIH226,DB05294,DB00380,-5.57
TENIPOSIDE,ARSENIC TRIOXIDE,HCT15,DB00444,DB01169,-9.65
TENIPOSIDE,ARSENIC TRIOXIDE,HCT116,DB00444,DB01169,-13.37
TENIPOSIDE,ARSENIC TRIOXIDE,IGROV1,DB00444,DB01169,-0.49
TENIPOSIDE,ARSENIC TRIOXIDE,HT29,DB00444,DB01169,-2
TENIPOSIDE,ARSENIC TRIOXIDE,A498,DB00444,DB01169,-11.45
TENIPOSIDE,ARSENIC TRIOXIDE,786O,DB00444,DB01169,-12.91
TENIPOSIDE,ARSENIC TRIOXIDE,ACHN,DB00444,DB01169,-16.37
TENIPOSIDE,ARSENIC TRIOXIDE,A549,DB00444,DB01169,-15.66
TENIPOSIDE,ARSENIC TRIOXIDE,COLO205,DB00444,DB01169,-16.14
TENIPOSIDE,ARSENIC TRIOXIDE,DU145,DB00444,DB01169,-14.24
TENIPOSIDE,ARSENIC TRIOXIDE,NCIH226,DB00444,DB01169,-7.85
TENIPOSIDE,ARSENIC TRIOXIDE,OVCAR4,DB00444,DB01169,-1.9
TENIPOSIDE,ARSENIC TRIOXIDE,NCIH460,DB00444,DB01169,-18.64
TENIPOSIDE,ARSENIC TRIOXIDE,RPMI8226,DB00444,DB01169,-19.05
TENIPOSIDE,ARSENIC TRIOXIDE,OVCAR8,DB00444,DB01169,-12.33
TENIPOSIDE,ARSENIC TRIOXIDE,SF295,DB00444,DB01169,-10.06
TENIPOSIDE,ARSENIC TRIOXIDE,K562,DB00444,DB01169,-14.25
TENIPOSIDE,ARSENIC TRIOXIDE,MALME3M,DB00444,DB01169,-2.65
TENIPOSIDE,ARSENIC TRIOXIDE,LOXIMVI,DB00444,DB01169,-11.4
TENIPOSIDE,ARSENIC TRIOXIDE,MOLT4,DB00444,DB01169,-35.42
TENIPOSIDE,ARSENIC TRIOXIDE,MCF7,DB00444,DB01169,-8.05
TENIPOSIDE,ARSENIC TRIOXIDE,NCIH23,DB00444,DB01169,-16.07
TENIPOSIDE,ARSENIC TRIOXIDE,T47D,DB00444,DB01169,-9.42
TENIPOSIDE,ARSENIC TRIOXIDE,BT549,DB00444,DB01169,-12.67
TENIPOSIDE,ARSENIC TRIOXIDE,UACC62,DB00444,DB01169,-9.39
TENIPOSIDE,ARSENIC TRIOXIDE,NCIH522,DB00444,DB01169,-7.89
TENIPOSIDE,ARSENIC TRIOXIDE,SKOV3,DB00444,DB01169,-6.25
TENIPOSIDE,ARSENIC TRIOXIDE,SNB19,DB00444,DB01169,-14.33
TENIPOSIDE,ARSENIC TRIOXIDE,SW620,DB00444,DB01169,-11.06
TENIPOSIDE,ARSENIC TRIOXIDE,UACC257,DB00444,DB01169,-1.22
TENIPOSIDE,ARSENIC TRIOXIDE,U251MG,DB00444,DB01169,-16.63
TENIPOSIDE,ARSENIC TRIOXIDE,SKMEL28,DB00444,DB01169,-4.71
TENIPOSIDE,ARSENIC TRIOXIDE,SKMEL5,DB00444,DB01169,-10.99
TENIPOSIDE,ARSENIC TRIOXIDE,PC3,DB00444,DB01169,-3.95
TENIPOSIDE,ARSENIC TRIOXIDE,SKMEL2,DB00444,DB01169,-12.71
DAUNORUBICIN,ARSENIC TRIOXIDE,UACC62,DB00694,DB01169,-4.05
DAUNORUBICIN,ARSENIC TRIOXIDE,NCIH522,DB00694,DB01169,-4.22
DAUNORUBICIN,ARSENIC TRIOXIDE,T47D,DB00694,DB01169,-4.54
DAUNORUBICIN,ARSENIC TRIOXIDE,BT549,DB00694,DB01169,-3.54
DAUNORUBICIN,ARSENIC TRIOXIDE,SW620,DB00694,DB01169,-7.04
DAUNORUBICIN,ARSENIC TRIOXIDE,UACC257,DB00694,DB01169,2.67
DAUNORUBICIN,ARSENIC TRIOXIDE,U251MG,DB00694,DB01169,-9.92
DAUNORUBICIN,ARSENIC TRIOXIDE,SKOV3,DB00694,DB01169,-2.02
DAUNORUBICIN,ARSENIC TRIOXIDE,SNB19,DB00694,DB01169,-7.66
DAUNORUBICIN,ARSENIC TRIOXIDE,SKMEL28,DB00694,DB01169,0.65
DAUNORUBICIN,ARSENIC TRIOXIDE,SKMEL2,DB00694,DB01169,-3.88
DAUNORUBICIN,ARSENIC TRIOXIDE,SKMEL5,DB00694,DB01169,-5.72
DAUNORUBICIN,ARSENIC TRIOXIDE,PC3,DB00694,DB01169,-4.31
DAUNORUBICIN,ARSENIC TRIOXIDE,IGROV1,DB00694,DB01169,3.08
DAUNORUBICIN,ARSENIC TRIOXIDE,HT29,DB00694,DB01169,0.88
DAUNORUBICIN,ARSENIC TRIOXIDE,HCT15,DB00694,DB01169,1.6
DAUNORUBICIN,ARSENIC TRIOXIDE,HCT116,DB00694,DB01169,-9.66
DAUNORUBICIN,ARSENIC TRIOXIDE,COLO205,DB00694,DB01169,-12.39
DAUNORUBICIN,ARSENIC TRIOXIDE,DU145,DB00694,DB01169,-3.77
DAUNORUBICIN,ARSENIC TRIOXIDE,A498,DB00694,DB01169,-4.81
DAUNORUBICIN,ARSENIC TRIOXIDE,786O,DB00694,DB01169,-7.95
DAUNORUBICIN,ARSENIC TRIOXIDE,ACHN,DB00694,DB01169,-9.59
DAUNORUBICIN,ARSENIC TRIOXIDE,A549,DB00694,DB01169,-6.74
DAUNORUBICIN,ARSENIC TRIOXIDE,RPMI8226,DB00694,DB01169,-7.91
DAUNORUBICIN,ARSENIC TRIOXIDE,OVCAR8,DB00694,DB01169,-11.74
DAUNORUBICIN,ARSENIC TRIOXIDE,SF295,DB00694,DB01169,-5.6
DAUNORUBICIN,ARSENIC TRIOXIDE,NCIH226,DB00694,DB01169,-5.76
DAUNORUBICIN,ARSENIC TRIOXIDE,OVCAR4,DB00694,DB01169,-3.15
DAUNORUBICIN,ARSENIC TRIOXIDE,NCIH460,DB00694,DB01169,-10.63
DAUNORUBICIN,ARSENIC TRIOXIDE,MOLT4,DB00694,DB01169,-19.15
DAUNORUBICIN,ARSENIC TRIOXIDE,MCF7,DB00694,DB01169,-6.26
DAUNORUBICIN,ARSENIC TRIOXIDE,NCIH23,DB00694,DB01169,-10.96
DAUNORUBICIN,ARSENIC TRIOXIDE,KM12,DB00694,DB01169,-9.12
DAUNORUBICIN,ARSENIC TRIOXIDE,K562,DB00694,DB01169,-10.11
DAUNORUBICIN,ARSENIC TRIOXIDE,MALME3M,DB00694,DB01169,0.62
DAUNORUBICIN,ARSENIC TRIOXIDE,LOXIMVI,DB00694,DB01169,-7.01
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SKMEL2,DB00351,DB01169,0.91
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SKMEL5,DB00351,DB01169,4.39
MEGESTROL ACETATE,ARSENIC TRIOXIDE,PC3,DB00351,DB01169,2.73
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SKMEL28,DB00351,DB01169,10.45
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SW620,DB00351,DB01169,5.63
MEGESTROL ACETATE,ARSENIC TRIOXIDE,UACC257,DB00351,DB01169,5
MEGESTROL ACETATE,ARSENIC TRIOXIDE,U251MG,DB00351,DB01169,-0.77
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SKOV3,DB00351,DB01169,1.36
MEGESTROL ACETATE,ARSENIC TRIOXIDE,SNB19,DB00351,DB01169,3.66
MEGESTROL ACETATE,ARSENIC TRIOXIDE,UACC62,DB00351,DB01169,0.97
MEGESTROL ACETATE,ARSENIC TRIOXIDE,NCIH522,DB00351,DB01169,0.22
MEGESTROL ACETATE,ARSENIC TRIOXIDE,T47D,DB00351,DB01169,-3.89
MEGESTROL ACETATE,ARSENIC TRIOXIDE,BT549,DB00351,DB01169,6.27
MEGESTROL ACETATE,ARSENIC TRIOXIDE,MOLT4,DB00351,DB01169,3.37
MEGESTROL ACETATE,ARSENIC TRIOXIDE,MCF7,DB00351,DB01169,8.68
